,index,budget,genres,original_language,production_companies,release_date,revenue,runtime,title,budget_revenue_ratio
2197,2197,20000000,Comedy Romance,en,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Contrafilm"", ""id"": 1836}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",2011-09-30,30426096,106.0,What's Your Number?,1.5213048
1127,1127,42000000,Drama Mystery Thriller Crime,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Monarch Pictures"", ""id"": 966}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Manifest Film Company"", ""id"": 20719}]",2002-04-03,63781810,115.0,High Crimes,1.5186145238095239
2119,2119,30000000,Animation Family,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",2000-02-11,45554533,77.0,The Tigger Movie,1.5184844333333334
2591,2591,15000000,Music Documentary,en,"[{""name"": ""National Geographic Entertainment"", ""id"": 11522}, {""name"": ""3ality Digital Entertainment"", ""id"": 80711}]",2007-05-19,22730842,85.0,U2 3D,1.5153894666666667
1252,1252,40000000,Drama History,en,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Pricel"", ""id"": 6542}, {""name"": ""Tohokushinsha Film"", ""id"": 12387}, {""name"": ""Commission du Film France"", ""id"": 20637}, {""name"": ""Commission du Film \u00cele-de-France"", ""id"": 20638}]",2006-05-24,60474340,123.0,Marie Antoinette,1.5118585
963,963,40000000,Action Crime Thriller,en,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}, {""name"": ""Rocklock Films"", ""id"": 69582}]",2009-09-29,60462347,99.0,Ninja Assassin,1.511558675
75,75,175000000,Adventure Action,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Licht/Mueller Film Corporation"", ""id"": 6092}]",1995-07-28,264218220,135.0,Waterworld,1.5098184
777,777,60000000,Action Adventure Drama Mystery Romance,en,"[{""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Don Carmody Productions"", ""id"": 22656}, {""name"": ""Unique Features"", ""id"": 60746}, {""name"": ""Mr. Smith Productions"", ""id"": 60747}]",2013-08-21,90565421,130.0,The Mortal Instruments: City of Bones,1.5094236833333334
728,728,66000000,Fantasy Action Science Fiction,en,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Starlite Films"", ""id"": 21497}]",2004-04-02,99318987,122.0,Hellboy,1.5048331363636365
283,283,100000000,Thriller Drama Crime,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2009-06-11,150166126,106.0,The Taking of Pelham 1 2 3,1.50166126
841,841,50000000,Adventure,en,"[{""name"": ""Constellation Films"", ""id"": 457}, {""name"": ""Paramount"", ""id"": 6033}]",1996-10-11,75000000,109.0,The Ghost and the Darkness,1.5
3756,3756,6000000,Action Comedy Romance,en,[],2000-03-01,9000000,82.0,3 Strikes,1.5
3764,3764,4000000,Action Drama Mystery Thriller,en,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1969-12-18,6000000,143.0,Topaz,1.5
754,754,70000000,Science Fiction Animation Family Comedy Adventure,en,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Ilion Animation Studios"", ""id"": 5653}, {""name"": ""Hand Made Films"", ""id"": 12297}]",2009-11-19,104945765,91.0,Planet 51,1.4992252142857143
538,538,52000000,Mystery Drama Thriller Crime,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Stratus Film Co."", ""id"": 11027}, {""name"": ""Syndicate Films International"", ""id"": 26947}, {""name"": ""Equity Pictures Medienfonds GmbH & Co. KG II"", ""id"": 26948}, {""name"": ""Hostage GmbH"", ""id"": 26949}]",2005-03-09,77944725,113.0,Hostage,1.4989370192307692
1794,1794,26000000,Adventure Family Science Fiction Thriller,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}]",2002-03-17,38793283,94.0,Clockstoppers,1.4920493461538462
1662,1662,18000000,War,en,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Freddie Fields Productions"", ""id"": 27349}]",1989-12-15,26828365,122.0,Glory,1.4904647222222223
1582,1582,80000000,Romance Drama,en,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Tiger Productions"", ""id"": 18093}]",1999-02-22,118880016,131.0,Message in a Bottle,1.4860002
1002,1002,49000000,Action Science Fiction Thriller,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}, {""name"": ""Wonder works studios entertainment group"", ""id"": 93580}]",2001-11-02,72700000,87.0,The One,1.4836734693877551
1893,1893,25000000,Fantasy Horror Thriller,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Necropia"", ""id"": 11627}, {""name"": ""Tequila Gang"", ""id"": 11628}]",2010-11-06,36993168,99.0,Don't Be Afraid of the Dark,1.47972672
1307,1307,50000000,Drama,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Azoff Entertainment"", ""id"": 10619}]",1999-09-17,73956241,146.0,The Hurricane,1.47912482
1432,1432,35000000,Action Comedy Crime,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Pacific Standard"", ""id"": 15829}]",2015-05-08,51680201,87.0,Hot Pursuit,1.4765771714285714
2849,2849,12000000,Drama Adventure,en,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Bona Fide Productions"", ""id"": 2570}]",2013-09-21,17654912,115.0,Nebraska,1.4712426666666667
797,797,58000000,Comedy,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Banter"", ""id"": 45726}]",2009-12-17,85280250,103.0,Did You Hear About the Morgans?,1.4703491379310345
1232,1232,40000000,Comedy Drama Romance,en,"[{""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}]",2010-01-12,58785180,102.0,Morning Glory,1.4696295
413,413,84000000,Fantasy Comedy Romance Science Fiction,en,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]",2000-07-27,123307945,106.0,Nutty Professor II: The Klumps,1.4679517261904762
1648,1648,17000000,Horror Comedy,en,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",2011-08-18,24922237,106.0,Fright Night,1.4660139411764705
4446,4446,850000,Comedy,en,"[{""name"": ""AdScott Pictures"", ""id"": 52241}]",2012-08-31,1243961,85.0,"For a Good Time, Call...",1.4634835294117647
750,750,60000000,Action,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Andell Entertainment"", ""id"": 1683}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}]",2009-04-17,87784194,127.0,State of Play,1.4630699
3755,3755,7000000,Action Comedy,en,"[{""name"": ""Lionsgate"", ""id"": 1632}]",2001-11-16,10229331,93.0,The Wash,1.461333
574,574,80000000,Action Thriller Crime,en,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Chris Lee Productions"", ""id"": 20033}, {""name"": ""Illusion Entertainment"", ""id"": 20034}]",2003-08-08,116643346,117.0,S.W.A.T.,1.458041825
1345,1345,36000000,Family Drama,en,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Color Force"", ""id"": 5420}, {""name"": ""Boxing Cat Films"", ""id"": 12626}, {""name"": ""St. Petersburg Clearwater Film Commission"", ""id"": 68621}]",2014-09-12,52424533,107.0,Dolphin Tale 2,1.4562370277777779
1862,1862,25000000,Comedy Romance,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2005-06-02,36351350,105.0,Beauty Shop,1.454054
2002,2002,23000000,Action Thriller,en,"[{""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Relativity Media"", ""id"": 7295}]",2011-11-06,33372606,93.0,Haywire,1.4509828695652174
890,890,52000000,Comedy,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Big Kid Pictures"", ""id"": 8406}]",2011-08-05,75450437,112.0,The Change-Up,1.4509699423076923
27,27,209000000,Thriller Action Adventure Science Fiction,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Hasbro"", ""id"": 2598}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Film 44"", ""id"": 20153}]",2012-04-11,303025485,131.0,Battleship,1.4498827033492823
10,10,270000000,Adventure Fantasy Action Science Fiction,en,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]",2006-06-28,391081192,154.0,Superman Returns,1.4484488592592593
473,473,70000000,Comedy Fantasy Science Fiction,en,"[{""name"": ""Tim Burton Productions"", ""id"": 8601}]",1996-12-12,101371017,106.0,Mars Attacks!,1.4481573857142858
1721,1721,28000000,Action Adventure Comedy,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",2011-08-11,40547440,83.0,30 Minutes or Less,1.448122857142857
3618,3618,5000000,Action Adventure War Thriller,en,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",1978-11-01,7230000,118.0,Force 10 from Navarone,1.446
468,468,102000000,Action Crime Thriller,en,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Jonathan Krane Group"", ""id"": 46458}]",2001-06-07,147080413,99.0,Swordfish,1.4419648333333333
531,531,75000000,Comedy Action Adventure,en,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Wigram Productions"", ""id"": 23202}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",2015-08-13,108145109,116.0,The Man from U.N.C.L.E.,1.4419347866666667
2851,2851,12000000,Comedy Family Fantasy Science Fiction,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Karz Entertainment"", ""id"": 4194}]",2001-10-05,17292381,86.0,Max Keeble's Big Move,1.44103175
1012,1012,75000000,Action Adventure Comedy,en,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Village-A.M. Partnership"", ""id"": 23689}, {""name"": ""Coast Ridge"", ""id"": 23690}, {""name"": ""Junger Witt Productions"", ""id"": 23691}]",1999-09-27,108000000,114.0,Three Kings,1.44
972,972,44000000,Action Adventure Romance Science Fiction Thriller,en,"[{""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Chockstone Pictures"", ""id"": 13649}]",2013-03-22,63327201,125.0,The Host,1.439254568181818
1424,1424,35000000,Drama,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""The Cantillon Company"", ""id"": 71170}, {""name"": ""The Shuman Company"", ""id"": 71171}]",2015-11-12,50363790,123.0,Concussion,1.4389654285714286
327,327,65000000,Fantasy Drama,en,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Key Creatives"", ""id"": 2300}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""New Zealand Large Budget Screen Production Grant"", ""id"": 12248}]",2009-12-26,93525586,136.0,The Lovely Bones,1.4388551692307692
103,103,150000000,Fantasy Adventure Action Comedy Drama,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""Junction Entertainment"", ""id"": 19097}]",2010-07-13,215283742,109.0,The Sorcerer's Apprentice,1.4352249466666667
237,237,115000000,Action Adventure Drama,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Perfect World Pictures"", ""id"": 10338}, {""name"": ""Roth Films"", ""id"": 16314}]",2016-04-06,164602163,114.0,The Huntsman: Winter's War,1.431323156521739
982,982,50000000,Action Crime Drama Mystery Thriller,en,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Energy Entertainment"", ""id"": 18617}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",2015-03-11,71561644,114.0,Run All Night,1.43123288
2371,2371,18000000,Action Crime Thriller,en,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Toff Guy Films"", ""id"": 2900}, {""name"": ""Warner Bros."", ""id"": 6194}]",2008-09-04,25739015,114.0,RockNRolla,1.4299452777777777
1887,1887,30000000,Comedy,en,"[{""name"": ""Mile High Productions"", ""id"": 2976}, {""name"": ""Kevin Messick Productions"", ""id"": 2977}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}]",2005-04-22,42886719,107.0,A Lot Like Love,1.4295573
896,896,51000000,Animation Comedy Family,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Paramount Animation"", ""id"": 24955}]",2006-08-04,72779000,90.0,Barnyard,1.4270392156862746
1945,1945,13500000,Drama Romance Crime Mystery,en,"[{""name"": ""Paco Cinematografica"", ""id"": 3110}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Regione Lazio"", ""id"": 20416}, {""name"": ""Business Location Sudtirol Alto Adige"", ""id"": 20644}, {""name"": ""Friuli Venezia Giulia Film Commission"", ""id"": 38591}, {""name"": ""UniCredit Group"", ""id"": 38592}]",2013-01-01,19255873,124.0,The Best Offer,1.426360962962963
401,401,68000000,War,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Swanford Films"", ""id"": 549}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Little Bird"", ""id"": 11358}, {""name"": ""KC Medien"", ""id"": 22182}, {""name"": ""Reperage"", ""id"": 24136}, {""name"": ""DOS"", ""id"": 24137}, {""name"": ""MP Film Management"", ""id"": 24138}]",2001-03-13,96976270,131.0,Enemy at the Gates,1.4261216176470588
163,163,130000000,Action Mystery Science Fiction,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]",2009-03-05,185258983,163.0,Watchmen,1.4250691
548,548,73000000,Crime Mystery,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DeBart"", ""id"": 2519}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",1998-08-07,103891409,98.0,Snake Eyes,1.4231699863013698
1387,1387,34000000,Drama History,en,"[{""name"": ""JVC Entertainment"", ""id"": 182}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Warner Bros."", ""id"": 6194}]",1992-11-18,48169908,202.0,Malcolm X,1.416762
221,221,120000000,Family Adventure Animation Comedy,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}]",2002-07-19,169956806,78.0,Stuart Little 2,1.4163067166666667
1802,1802,26000000,Action Fantasy Science Fiction,en,"[{""name"": ""Trans-Film"", ""id"": 2662}, {""name"": ""Initial Groupe"", ""id"": 22240}, {""name"": ""Lumi\u00e8re Pictures"", ""id"": 25129}, {""name"": ""Fallingcloud"", ""id"": 30655}]",1994-11-29,36800000,99.0,Highlander: The Final Dimension,1.4153846153846155
3332,3332,7300000,Thriller Crime Drama Action,en,"[{""name"": ""HanWay Films"", ""id"": 2395}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Marv Films"", ""id"": 5374}]",2009-11-11,10329747,103.0,Harry Brown,1.4150338356164383
2684,2684,14000000,Comedy Horror Romance,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1995-10-27,19800000,100.0,Vampire in Brooklyn,1.4142857142857144
171,171,150000000,Adventure,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Miramax"", ""id"": 53009}]",2003-11-14,212011111,138.0,Master and Commander: The Far Side of the World,1.4134074066666666
1608,1608,27000000,Action Science Fiction,en,"[{""name"": ""Keith Barish Productions"", ""id"": 964}, {""name"": ""TAFT Entertainment Pictures"", ""id"": 965}, {""name"": ""HBO"", ""id"": 6068}, {""name"": ""Braveworld Productions"", ""id"": 23005}]",1987-11-13,38122105,101.0,The Running Man,1.4119298148148147
2351,2351,17000000,Comedy Family,en,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Groundswell Productions"", ""id"": 4205}, {""name"": ""CBS Films"", ""id"": 5490}]",2015-11-12,24000000,107.0,Love the Coopers,1.411764705882353
1718,1718,28000000,Comedy Family Fantasy,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",1993-07-16,39514713,96.0,Hocus Pocus,1.41123975
2362,2362,18000000,Comedy Drama Romance,en,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""ASIG Productions"", ""id"": 32245}]",2014-07-20,25312387,94.0,And So It Goes,1.4062437222222222
4100,4100,2000000,Crime Drama Thriller,en,"[{""name"": ""Itaca Films"", ""id"": 16322}, {""name"": ""BN Films"", ""id"": 30531}, {""name"": ""Brightside Entertainment"", ""id"": 56735}, {""name"": ""1019 Entertainment"", ""id"": 56736}, {""name"": ""Yoruba Saxon Productions"", ""id"": 65927}]",2015-09-17,2801508,97.0,Captive,1.400754
2574,2574,15000000,Drama,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Zucker/Netter Productions"", ""id"": 12194}]",2006-10-20,21000000,95.0,Flicka,1.4
242,242,120000000,Action Adventure Science Fiction,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Constantin Film."", ""id"": 9078}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]",2015-08-05,167977596,100.0,Fantastic Four,1.3998133
1879,1879,25000000,Comedy,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Rough House Pictures"", ""id"": 20848}]",2011-12-09,34942188,81.0,The Sitter,1.39768752
934,934,50000000,Adventure Animation Comedy Family,en,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Universal Animation Studios"", ""id"": 5556}]",2006-02-10,69834815,86.0,Curious George,1.3966963
1342,1342,36000000,Drama Action Thriller,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Spelling Films"", ""id"": 10355}]",1997-05-02,50159144,95.0,Breakdown,1.3933095555555555
1226,1226,40000000,Drama Romance,en,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]",2000-10-12,55707411,122.0,Pay It Forward,1.392685275
960,960,50000000,Adventure Family Science Fiction,en,"[{""name"": ""Troublemaker Studios"", ""id"": 10807}]",2005-06-10,69425966,92.0,The Adventures of Sharkboy and Lavagirl,1.38851932
941,941,50000000,Action Drama History Thriller War,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""Bay Films"", ""id"": 6734}, {""name"": ""Latina Pictures"", ""id"": 19108}, {""name"": ""Dune Films"", ""id"": 19477}]",2016-01-13,69411370,144.0,13 Hours: The Secret Soldiers of Benghazi,1.3882274
2564,2564,20000000,Action Comedy Drama Romance,en,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]",2000-04-21,27728118,124.0,Love & Basketball,1.3864059
2771,2771,13000000,Comedy Drama Romance,en,"[{""name"": ""Focus Features"", ""id"": 10146}]",2013-03-21,18000000,107.0,Admission,1.3846153846153846
2341,2341,18000000,War Comedy Drama,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Filmways Productions"", ""id"": 73862}]",1970-06-24,24911670,121.0,Catch-22,1.3839816666666667
314,314,10000000,Crime Drama Mystery Thriller,en,"[{""name"": ""Jean Doumanian Productions"", ""id"": 16280}, {""name"": ""Sweetland Films"", ""id"": 21716}, {""name"": ""Magnolia Films"", ""id"": 65514}, {""name"": ""Jasmine Productions Inc."", ""id"": 65515}]",1997-09-08,13835130,110.0,The Spanish Prisoner,1.383513
1615,1615,30000000,Action Adventure Crime Drama,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",2006-09-15,41480851,125.0,Gridiron Gang,1.3826950333333334
2124,2124,20000000,Drama Crime Thriller,en,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]",2008-09-19,27640028,110.0,Lakeview Terrace,1.3820014
1816,1816,26000000,Drama Romance,en,"[{""name"": ""Relativity Media"", ""id"": 7295}]",2014-10-16,35926213,117.0,The Best of Me,1.381777423076923
1231,1231,40000000,Drama,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Warner Bros."", ""id"": 6194}]",2011-12-24,55247881,129.0,Extremely Loud & Incredibly Close,1.381197025
659,659,65000000,Crime Action Mystery Thriller,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Forge"", ""id"": 2980}, {""name"": ""The Steve Tisch Company"", ""id"": 21920}]",1996-10-11,89456761,120.0,The Long Kiss Goodnight,1.3762578615384615
2579,2579,15000000,Action Comedy,en,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2016-04-21,20566327,94.0,Keanu,1.3710884666666667
3926,3926,3000000,Drama History Romance,en,"[{""name"": ""Mirabai Films"", ""id"": 6235}, {""name"": ""NDF International"", ""id"": 6236}]",1996-09-11,4109095,117.0,Kama Sutra - A Tale of Love,1.3696983333333332
140,140,150000000,Action Drama Thriller,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Iron Horse Entertainment (II)"", ""id"": 34981}, {""name"": ""Mythology Entertainment (II)"", ""id"": 34982}]",2013-06-27,205366737,131.0,White House Down,1.36911158
2580,2580,15000000,Drama Romance,en,"[{""name"": ""Maguire Entertainment"", ""id"": 2236}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sony Pictures Home Entertainment"", ""id"": 5388}]",2010-12-22,20529194,117.0,Country Strong,1.3686129333333332
1191,1191,40000000,Comedy Adventure Fantasy Science Fiction Action,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}]",1998-07-10,54682547,110.0,Small Soldiers,1.367063675
4353,4353,5000000,Action Adventure Horror Thriller,en,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Dragonfly Entertainment"", ""id"": 18142}, {""name"": ""Sobras International Pictures"", ""id"": 55497}, {""name"": ""Top Hat Releasing"", ""id"": 73624}, {""name"": ""BH Tilt"", ""id"": 73625}]",2014-09-04,6833445,100.0,The Green Inferno,1.366689
1308,1308,38000000,Drama Thriller,en,"[{""name"": ""Winkler Films"", ""id"": 8880}]",2002-05-24,51801187,114.0,Enough,1.3631891315789473
1731,1731,28000000,Comedy Drama Family Fantasy Romance,en,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",2006-05-12,38159905,103.0,Just My Luck,1.36285375
2181,2181,19000000,Horror Action Thriller Crime,en,"[{""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Los Hooligans Productions"", ""id"": 11705}, {""name"": ""Miramax"", ""id"": 53009}]",1996-01-19,25836616,108.0,From Dusk Till Dawn,1.3598218947368421
2653,2653,20000000,Animation Adventure Family,en,"[{""name"": ""Triggerfish Animation"", ""id"": 33805}]",2013-07-18,27187375,85.0,Khumba,1.35936875
3320,3320,8000000,Comedy,en,"[{""name"": ""Miramax Films"", ""id"": 14}]",2009-09-03,10848783,92.0,Extract,1.356097875
853,853,55000000,Drama History Romance,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Working Title Films"", ""id"": 10163}]",2007-09-09,74237563,114.0,Elizabeth: The Golden Age,1.3497738727272728
