,index,budget,genres,original_language,production_companies,release_date,revenue,runtime,title,budget_revenue_ratio
3335,3335,7500000,Action,en,"[{""name"": ""Odyssey Media"", ""id"": 17161}, {""name"": ""Rodin Entertainment"", ""id"": 23283}, {""name"": ""Ace Film Company"", ""id"": 56343}, {""name"": ""Chunqiu Time Culture Co."", ""id"": 56344}]",2015-05-07,0,104.0,Pound of Flesh,0.0
3344,3344,7000000,Comedy Drama Family,en,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Warner Bros."", ""id"": 6194}]",2000-01-14,0,95.0,My Dog Skip,0.0
3363,3363,7500000,Comedy Drama Mystery,en,"[{""name"": ""K5 International"", ""id"": 6715}, {""name"": ""Zanuck Independent"", ""id"": 6716}, {""name"": ""David Gundlach Productions"", ""id"": 6717}]",2010-01-22,0,103.0,Get Low,0.0
3364,3364,7000000,Adventure Comedy Fantasy Horror,en,"[{""name"": ""New World Pictures"", ""id"": 1950}]",1989-06-01,0,103.0,Warlock,0.0
3911,3911,3000000,Drama Music Romance,en,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Visual Eyes Productions"", ""id"": 8607}, {""name"": ""Film Development Fund"", ""id"": 16275}, {""name"": ""Crystalite Productions"", ""id"": 57818}]",1985-10-25,0,97.0,Krush Groove,0.0
3366,3366,7000000,Drama Romance,en,"[{""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""Artina Films"", ""id"": 2394}, {""name"": ""Fade to Black Productions"", ""id"": 9351}]",2009-10-19,0,101.0,A Single Man,0.0
3369,3369,7000000,Drama Comedy Music Romance,en,[],2004-02-11,0,111.0,Bride & Prejudice,0.0
3375,3375,7000000,Drama,en,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}]",2008-04-07,0,99.0,Redbelt,0.0
3376,3376,7000000,Comedy Drama Romance,en,"[{""name"": ""Scott Free Productions"", ""id"": 1645}]",2010-06-18,0,91.0,Cyrus,0.0
3379,3379,7000000,Drama,en,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""L.I.F.T. Production"", ""id"": 1305}, {""name"": ""Holly Wiersma Productions"", ""id"": 21856}]",2006-12-29,0,90.0,Factory Girl,0.0
3382,3382,7000000,Action Drama,en,[],2009-10-21,0,102.0,The Mighty Macs,0.0
3384,3384,7000000,Drama Romance,en,"[{""name"": ""Mockingbird Pictures"", ""id"": 1092}, {""name"": ""Everest Entertainment"", ""id"": 10892}]",2009-11-07,0,125.0,Mother and Child,0.0
3387,3387,8000000,Comedy Drama,en,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Path\u00e9!"", ""id"": 35461}, {""name"": ""Tohokushinsha"", ""id"": 51850}]",2010-09-03,0,98.0,Somewhere,0.0
3392,3392,3500000,Mystery Drama Adventure,en,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Tango Films"", ""id"": 32598}, {""name"": ""My Cactus"", ""id"": 32599}]",2002-01-12,0,103.0,Gerry,0.0
3393,3393,7000000,Drama Romance,en,"[{""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 15278}]",2002-01-01,0,96.0,The Heart of Me,0.0
3401,3401,7000000,Horror Thriller,en,"[{""name"": ""American Zoetrope"", ""id"": 70}]",2011-09-10,0,84.0,Twixt,0.0
3409,3409,7000000,Thriller Crime Drama,en,"[{""name"": ""NeeNee Productions"", ""id"": 50490}, {""name"": ""Capacity Pictures"", ""id"": 50491}, {""name"": ""May Day Movies"", ""id"": 50492}]",2015-11-20,0,94.0,Criminal Activities,0.0
3412,3412,6800000,Action Thriller Crime,en,"[{""name"": ""Cobalt Media Group"", ""id"": 18619}, {""name"": ""Judgement Pictures"", ""id"": 55630}, {""name"": ""Hammond Entertainment"", ""id"": 55631}]",2003-05-18,0,101.0,Shade,0.0
3424,3424,6500000,Action Adventure Drama Family,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",1993-04-02,0,108.0,The Adventures of Huck Finn,0.0
3437,3437,6500000,Action Drama Thriller Adventure,en,"[{""name"": ""T.H.E. Films"", ""id"": 668}, {""name"": ""Phoenix Wiley"", ""id"": 7316}, {""name"": ""Eden Films"", ""id"": 18083}]",2010-05-20,0,102.0,Tracker,0.0
3441,3441,10000000,Drama,en,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Screen Yorkshire"", ""id"": 2690}, {""name"": ""Left Bank Pictures"", ""id"": 5340}, {""name"": ""Screen Yorkshire Production Fund"", ""id"": 11560}]",2009-03-27,0,97.0,The Damned United,0.0
3449,3449,6000000,Drama,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Wildwood Enterprises"", ""id"": 316}]",1980-09-19,0,124.0,Ordinary People,0.0
3492,3492,6000000,Thriller Adventure Drama Crime,en,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Starling Films"", ""id"": 23126}]",1979-01-25,0,110.0,The First Great Train Robbery,0.0
3306,3306,8000000,Action Crime Thriller,en,"[{""name"": ""Steamroller Productions"", ""id"": 3495}, {""name"": ""Premiere Entertainment Group"", ""id"": 35625}]",2016-05-06,0,106.0,Code of Honor,0.0
3302,3302,8000000,Drama,en,"[{""name"": ""Envision Media Arts"", ""id"": 19456}, {""name"": ""Cinelou Films"", ""id"": 39644}, {""name"": ""Shenghua Entertainment"", ""id"": 82598}]",2016-09-16,0,104.0,Mr. Church,0.0
3885,3885,2400000,Science Fiction Horror,en,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Telefilm Canada"", ""id"": 7320}, {""name"": ""TF1 International"", ""id"": 7799}]",2012-09-19,0,110.0,Antiviral,0.0
3927,3927,3000000,Comedy Drama,en,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Feelin' Guilty"", ""id"": 46402}]",2010-01-22,0,90.0,Please Give,0.0
3163,3163,10000000,Horror Comedy Science Fiction,en,"[{""name"": ""Detention Films"", ""id"": 21125}]",2011-03-16,0,93.0,Detention,0.0
3170,3170,9000000,Comedy Drama Family Romance,en,"[{""name"": ""Miramax Films"", ""id"": 14}]",2000-01-21,0,91.0,Down to You,0.0
3172,3172,9000000,Drama Thriller,en,"[{""name"": ""Battleplan Productions"", ""id"": 2108}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}]",2000-10-13,0,126.0,The Contender,0.0
3177,3177,9000000,War Drama History Action Romance,en,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Samuel Goldwyn Company"", ""id"": 798}, {""name"": ""Renaissance Films"", ""id"": 3102}]",1989-10-05,0,137.0,Henry V,0.0
3184,3184,9000000,Action Science Fiction Comedy,en,"[{""name"": ""JF Productions"", ""id"": 3893}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1984-03-16,0,91.0,The Ice Pirates,0.0
3186,3186,9000000,Comedy Drama Romance,en,"[{""name"": ""Trust the Man LLC"", ""id"": 3935}]",2005-09-01,0,103.0,Trust the Man,0.0
3192,3192,9000000,Horror Thriller,en,[],1990-01-25,0,120.0,Two Evil Eyes,0.0
3981,3981,2902660,Romance Comedy Drama,en,"[{""name"": ""Screen Australia"", ""id"": 7584}]",2011-08-19,0,93.0,Griff the Invisible,0.0
3194,3194,9000000,Comedy Drama,en,"[{""name"": ""Les Films Alain Sarde"", ""id"": 635}, {""name"": ""Thin Man Films"", ""id"": 10100}]",2002-05-17,0,128.0,All or Nothing,0.0
3978,3978,3000000,Thriller Mystery Drama Horror,en,"[{""name"": ""Infra-Red Pictures"", ""id"": 61428}]",2015-08-14,0,90.0,Amnesiac,0.0
3201,3201,9000000,Drama Romance,en,"[{""name"": ""Velvet Steamroller Entertainment"", ""id"": 3887}, {""name"": ""Dash Films"", ""id"": 4372}, {""name"": ""Future Films"", ""id"": 10843}, {""name"": ""Muse Productions"", ""id"": 15231}, {""name"": ""PalmStar Media"", ""id"": 49152}]",2009-05-16,0,103.0,Veronika Decides to Die,0.0
3972,3972,3200000,Action Crime Thriller,en,"[{""name"": ""Chicago Overcoat Productions"", ""id"": 72688}, {""name"": ""Beverly Ridge Pictures"", ""id"": 72689}]",2009-10-10,0,95.0,Chicago Overcoat,0.0
3970,3970,3000000,Thriller,en,"[{""name"": ""Triumphant Entertainment"", ""id"": 60490}]",2015-08-07,0,79.0,AWOL-72,0.0
3969,3969,3000000,Mystery Thriller,en,"[{""name"": ""Merchant Films"", ""id"": 21110}]",2014-04-04,0,95.0,Something Wicked,0.0
3967,3967,3,Drama Comedy,en,"[{""name"": ""Indiana Production Company"", ""id"": 18156}]",2009-01-15,0,100.0,Four Single Fathers,0.0
3204,3204,8800000,Thriller Mystery Science Fiction,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""MDP Worldwide"", ""id"": 10828}, {""name"": ""RCD Productions Ltd."", ""id"": 23628}]",2004-01-15,0,90.0,The I Inside,0.0
3965,3965,3000000,Drama Action,en,[],2011-09-13,0,90.0,Never Back Down 2: The Beatdown,0.0
3962,3962,3000000,Action Drama Thriller,en,"[{""name"": ""Society Entertainment"", ""id"": 11740}, {""name"": ""BB Film Productions"", ""id"": 41602}, {""name"": ""Marcio Garcia Producoes"", ""id"": 80561}]",2013-04-12,0,85.0,Open Road,0.0
3205,3205,7347125,Drama History War,en,"[{""name"": ""New South Wales Film & Television Office"", ""id"": 418}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""The Silence Productions"", ""id"": 25463}, {""name"": ""Lucky Country Productions"", ""id"": 25467}]",2010-04-15,0,122.0,Beneath Hill 60,0.0
3955,3955,3000000,Drama Comedy,en,"[{""name"": ""Sweetland Films"", ""id"": 21716}, {""name"": ""Camellia Productions"", ""id"": 39226}]",1999-10-21,0,97.0,Just Looking,0.0
3209,3209,9000000,Thriller Action Drama,en,"[{""name"": ""SC Films International"", ""id"": 20613}, {""name"": ""Baumgarten Management and Productions (BMP)"", ""id"": 23423}, {""name"": ""Thorbak"", ""id"": 52254}, {""name"": ""SC International Pictures"", ""id"": 52255}, {""name"": ""Thor Pictures"", ""id"": 52256}]",2014-11-07,0,96.0,Skin Trade,0.0
3250,3250,8000000,Drama Comedy Romance,en,"[{""name"": ""Renaissance Films"", ""id"": 3102}, {""name"": ""American Playhouse Theatrical Films"", ""id"": 8827}]",1993-05-07,0,111.0,Much Ado About Nothing,0.0
3944,3944,3000000,Comedy Drama Thriller,en,"[{""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""August Entertainment"", ""id"": 3322}, {""name"": ""Multicom entertainment"", ""id"": 30702}]",1996-08-23,0,110.0,Freeway,0.0
3267,3267,8000000,Comedy Romance,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""The Chess Club"", ""id"": 65446}]",1996-05-03,0,97.0,The Pallbearer,0.0
3269,3269,8000000,Comedy Drama Romance,en,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]",2000-09-22,0,92.0,Woman on Top,0.0
3277,3277,7200000,Comedy Drama History,en,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""HanWay Films"", ""id"": 2395}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Audley Films LLP"", ""id"": 5729}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Number 9 Films"", ""id"": 11752}, {""name"": ""BMS Finance"", ""id"": 11963}]",2010-09-11,0,113.0,Made in Dagenham,0.0
3291,3291,8000000,Crime Horror Thriller,en,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Camelot Pictures"", ""id"": 11728}]",2008-04-11,0,95.0,Pathology,0.0
3497,3497,6000000,Drama,en,"[{""name"": ""Irish Dreamtime"", ""id"": 597}, {""name"": ""Silverwood Films"", ""id"": 2293}, {""name"": ""Tax Credit Finance"", ""id"": 3782}, {""name"": ""Oceana Media Finance"", ""id"": 4634}, {""name"": ""Barbarian Films"", ""id"": 6563}]",2009-01-17,0,99.0,The Greatest,0.0
3499,3499,6000000,Drama Romance,en,"[{""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Holly Wiersma Productions"", ""id"": 21856}]",2006-01-10,0,97.0,Come Early Morning,0.0
3151,3151,10000000,Action Comedy Thriller,en,[],2009-09-30,0,89.0,Gentlemen Broncos,0.0
3662,3662,5000000,Music Drama Comedy,en,"[{""name"": ""Unified Pictures"", ""id"": 13238}, {""name"": ""Amberdale Productions"", ""id"": 23031}, {""name"": ""Tee Rob Pictures"", ""id"": 34846}]",2014-10-17,0,105.0,Rudderless,0.0
3666,3666,15000000,Thriller Drama,en,"[{""name"": ""TinRes Entertainment"", ""id"": 20658}, {""name"": ""Over Under Media"", ""id"": 40541}]",2014-12-04,0,94.0,Dying of the Light,0.0
3826,3826,5000000,Thriller Adventure Action,en,"[{""name"": ""Hollywood Media Bridge"", ""id"": 3546}, {""name"": ""LionsGate"", ""id"": 7571}, {""name"": ""Clear Lake Entertainment"", ""id"": 69028}, {""name"": ""Dog and Pony Media"", ""id"": 69029}]",2015-08-30,0,88.0,Chain of Command,0.0
3668,3668,5000000,Drama Action Thriller Science Fiction,en,"[{""name"": ""Associated General Films"", ""id"": 4377}, {""name"": ""Incorporated Television Company (ITC)"", ""id"": 15980}]",1977-12-10,0,123.0,Capricorn One,0.0
3671,3671,5000000,Comedy Fantasy Horror Thriller,en,"[{""name"": ""Invincible Pictures Corp."", ""id"": 16301}, {""name"": ""Abbolita Productions"", ""id"": 23700}, {""name"": ""Destro Films"", ""id"": 35043}]",2016-07-08,0,88.0,Yoga Hosers,0.0
3682,3682,5000000,Comedy,en,"[{""name"": ""Lost Rhino Films"", ""id"": 39328}]",2014-12-23,0,81.0,Let's Kill Ward's Wife,0.0
3687,3687,4,Comedy Romance,en,[],2011-06-29,0,83.0,Without Men,0.0
3821,3821,3800000,Drama Comedy Romance,en,"[{""name"": ""Nimbus Film Productions"", ""id"": 11672}]",2009-09-11,0,95.0,The Good Heart,0.0
3691,3691,4700000,Drama Comedy,en,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""Mecanismo Films"", ""id"": 21382}, {""name"": ""Redrum"", ""id"": 41921}]",2013-09-13,0,92.0,Treading Water,0.0
3692,3692,4600000,Drama,en,"[{""name"": ""Celluloid Dreams"", ""id"": 860}, {""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""John Wells Productions"", ""id"": 1512}, {""name"": ""Montfort Producciones"", ""id"": 2207}]",2007-05-18,0,97.0,Savage Grace,0.0
3704,3704,4500000,Drama,en,"[{""name"": ""Hemdale Film"", ""id"": 3952}]",1986-04-23,0,123.0,Salvador,0.0
3709,3709,2000000,Comedy Crime Drama,en,"[{""name"": ""Muse Productions"", ""id"": 15231}, {""name"": ""Brink Films"", ""id"": 18811}, {""name"": ""Silver Nitrate"", ""id"": 23909}]",2002-06-01,0,101.0,Spun,0.0
3720,3720,4400000,Comedy Horror,en,"[{""name"": ""EveryWhere Studios"", ""id"": 68467}]",2015-09-29,0,85.0,R.L. Stine's Monsterville: The Cabinet of Souls,0.0
3726,3726,5000000,Crime Drama Thriller,en,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""Filmfour"", ""id"": 6705}, {""name"": ""Recorded Picture Company (RPC)"", ""id"": 11561}]",2000-09-13,0,89.0,Sexy Beast,0.0
3809,3809,4000000,Comedy Romance TV Movie,en,"[{""name"": ""Annuit Coeptis Entertainment Inc."", ""id"": 21041}, {""name"": ""Annuit Coeptis Entertainment II"", ""id"": 34710}]",2012-07-21,0,0.0,How to Fall in Love,0.0
3808,3808,4000000,Horror,en,"[{""name"": ""Brian Barrett Pictures"", ""id"": 21523}]",2012-10-27,0,78.0,The Helpers,0.0
3806,3806,4000000,Horror,en,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}]",2016-04-21,0,93.0,The Veil,0.0
3805,3805,4000000,Comedy Drama Romance,en,[],2007-04-30,0,103.0,Purple Violets,0.0
3729,3729,3250000,Drama Family Foreign,en,"[{""name"": ""A B Corp"", ""id"": 4502}]",2009-12-04,0,133.0,Paa,0.0
3731,3731,4200000,Comedy Drama Family Music TV Movie,en,"[{""name"": ""Disney Channel"", ""id"": 3213}]",2006-01-20,0,98.0,High School Musical,0.0
3736,3736,4000000,Horror Science Fiction,en,"[{""name"": ""Devonshire Productions"", ""id"": 2391}, {""name"": ""Artfire Films"", ""id"": 3240}, {""name"": ""New Romero"", ""id"": 6741}, {""name"": ""Sudden Storm Productions"", ""id"": 6742}, {""name"": ""Blank of the Dead Productions"", ""id"": 23588}]",2010-05-06,0,90.0,Survival of the Dead,0.0
3744,3744,4500000,Horror Comedy,en,"[{""name"": ""Tribeca Productions"", ""id"": 11391}]",2013-02-19,0,86.0,Hansel and Gretel Get Baked,0.0
3793,3793,4000000,Drama Romance,en,"[{""name"": ""Ventanarosa Productions"", ""id"": 689}, {""name"": ""Cineville"", ""id"": 2832}, {""name"": ""Columbia TriStar Home Video"", ""id"": 20873}, {""name"": ""Dan Lupovitz Productions"", ""id"": 80578}]",1999-07-16,0,100.0,The Velocity of Gary,0.0
3788,3788,4000000,Drama,en,"[{""name"": ""Eficine 226"", ""id"": 8685}, {""name"": ""Beanca Films"", ""id"": 15877}, {""name"": ""Fondo de Inversi\u00f3n y Est\u00edmulos al Cine (FIDECINE)"", ""id"": 15878}, {""name"": ""MPN Cologne Film 3"", ""id"": 18715}]",2013-10-18,0,119.0,"Guten Tag, Ramón",0.0
3786,3786,1500000,Comedy,en,"[{""name"": ""New Oz Productions"", ""id"": 7055}, {""name"": ""Red Horse Films"", ""id"": 7056}]",2000-08-06,0,95.0,Psycho Beach Party,0.0
3745,3745,4000000,Romance Drama Comedy,en,"[{""name"": ""Universal Studios"", ""id"": 13}]",1974-12-01,0,105.0,The Front Page,0.0
3757,3757,32000000,Drama Romance,en,"[{""name"": ""ContentFilm"", ""id"": 1420}, {""name"": ""Pierce/Williams Entertainment"", ""id"": 18621}]",2003-01-17,0,101.0,The Cooler,0.0
3763,3763,4000000,Comedy Drama Romance,en,"[{""name"": ""Kingsgate Films"", ""id"": 770}]",2002-10-11,0,110.0,The Rules of Attraction,0.0
3663,3663,5000000,Family Animation,en,"[{""name"": ""Henry & Me Productions"", ""id"": 34306}]",2014-08-18,0,67.0,Henry & Me,0.0
3656,3656,5000000,Horror Thriller Science Fiction,en,"[{""name"": ""Insurge Pictures"", ""id"": 7377}]",2015-05-15,0,91.0,Area 51,0.0
3504,3504,6000000,Crime Drama Thriller,en,"[{""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Media 8 Entertainment"", ""id"": 2226}, {""name"": ""MDP Worldwide"", ""id"": 10828}]",2003-05-16,0,86.0,11:14,0.0
3652,3652,5000000,Horror Science Fiction Thriller,en,[],2004-02-27,0,95.0,Decoys,0.0
3508,3508,6000000,Drama Family,en,"[{""name"": ""Octagon Films"", ""id"": 1266}, {""name"": ""Sepia Films"", ""id"": 10969}]",2009-10-01,0,101.0,A Shine of Rainbows,0.0
3509,3509,6000000,Action Thriller,en,"[{""name"": ""North by Northwest Entertainment"", ""id"": 1804}]",2011-04-02,0,90.0,The Hit List,0.0
3873,3873,4300000,Action Drama Horror Crime Thriller,en,"[{""name"": ""Guerilla High Productions"", ""id"": 12616}]",1982-08-20,0,98.0,Class of 1984,0.0
3530,3530,6000000,Romance Comedy Drama,en,"[{""name"": ""Voltage Pictures"", ""id"": 10255}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}, {""name"": ""HitRecord Films"", ""id"": 14578}]",2013-07-26,0,90.0,Don Jon,0.0
3868,3868,3400000,Drama Music,en,"[{""name"": ""Two Streets Entertainment"", ""id"": 11046}, {""name"": ""Birchwood Pictures"", ""id"": 30271}, {""name"": ""Noble Pictures"", ""id"": 40366}, {""name"": ""Valencia Motion Pictures"", ""id"": 40367}]",2015-03-13,0,118.0,To Write Love on Her Arms,0.0
3532,3532,7000000,Comedy Drama,en,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Granada Film Productions"", ""id"": 247}, {""name"": ""Capitol Films"", ""id"": 826}, {""name"": ""Mr. Mudd Production"", ""id"": 2130}]",2001-07-20,0,111.0,Ghost World,0.0
3545,3545,8000000,Comedy Thriller Action Drama,en,"[{""name"": ""Mandalay Vision"", ""id"": 6667}]",2011-07-15,0,96.0,Salvation Boulevard,0.0
3552,3552,5100000,Science Fiction Drama Fantasy Romance,en,"[{""name"": ""Rastar Pictures"", ""id"": 2070}]",1980-10-02,0,103.0,Somewhere in Time,0.0
3554,3554,5000000,Horror Thriller,en,"[{""name"": ""Sony Pictures"", ""id"": 34}, {""name"": ""FilmDistrict"", ""id"": 7263}]",2013-09-12,0,106.0,Insidious: Chapter 2,0.0
3581,3581,5000000,Drama,en,"[{""name"": ""Butcher's Run Productions"", ""id"": 1257}]",1997-10-09,0,134.0,The Apostle,0.0
3859,3859,3440000,Crime Mystery Thriller,en,[],2014-01-06,0,90.0,Lords of London,0.0
3857,3857,3500000,Action Drama Thriller,en,"[{""name"": ""NAZZ Productions"", ""id"": 7720}, {""name"": ""Industrial Entertainment"", ""id"": 20305}, {""name"": ""Primary PIctures"", ""id"": 20306}, {""name"": ""Thunder Smoke Media"", ""id"": 20307}, {""name"": ""VMI Worldwide"", ""id"": 23688}]",2014-03-04,0,92.0,Wicked Blood,0.0
3856,3856,3500000,Action Adventure Drama Fantasy,en,[],2013-12-27,0,85.0,In the Name of the King III,0.0
3855,3855,3500000,Documentary,en,"[{""name"": ""Representational Pictures"", ""id"": 8796}]",2015-09-04,0,100.0,Time to Choose,0.0
3854,3854,3500000,Action Animation,en,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Warner Bros. Animation"", ""id"": 2785}, {""name"": ""Warner Premiere"", ""id"": 4811}, {""name"": ""DC Entertainment"", ""id"": 9993}]",2013-01-18,0,78.0,"Batman: The Dark Knight Returns, Part 2",0.0
3853,3853,3500000,Horror Thriller Mystery,en,"[{""name"": ""Anthem Pictures"", ""id"": 23818}, {""name"": ""It's An Us Thing Productions Inc."", ""id"": 23819}]",2009-04-25,0,96.0,2:13,0.0
3850,3850,3500000,Crime Drama Mystery Thriller,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2008-09-27,0,98.0,The Betrayed,0.0
3848,3848,3500000,Action,en,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Andrea Sperling Productions"", ""id"": 2313}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Anonymous Content"", ""id"": 10039}]",2004-01-21,0,91.0,D.E.B.S.,0.0
